current_rest_link,rest_title,rest_rating,deal_name,deal_desc,full_menu_items_list,full_prices_list,full_discounts_list,full_pic_list
f9jt/bian-wan-jia-long-hua-shi-chang-dian,弁丸家-龍華市場店,4.8/5,NA,NA,起司可樂餅,$ 45,NA,0
f9jt/bian-wan-jia-long-hua-shi-chang-dian,弁丸家-龍華市場店,4.8/5,NA,NA,沖繩本丸,$ 50,NA,1
f9jt/bian-wan-jia-long-hua-shi-chang-dian,弁丸家-龍華市場店,4.8/5,NA,NA,博多明太子本丸,$ 65,NA,1
f9jt/bian-wan-jia-long-hua-shi-chang-dian,弁丸家-龍華市場店,4.8/5,NA,NA,干貝酥本丸,$ 65,NA,1
f9jt/bian-wan-jia-long-hua-shi-chang-dian,弁丸家-龍華市場店,4.8/5,NA,NA,炸蝦塔塔本丸,$ 75,NA,1
f9jt/bian-wan-jia-long-hua-shi-chang-dian,弁丸家-龍華市場店,4.8/5,NA,NA,炙燒明太子干貝酥本丸,$ 75,NA,1
z9ig/9hao-chu-fang,9號廚房,4.2/5,NA,NA,原味鍋,$ 159,NA,0
z9ig/9hao-chu-fang,9號廚房,4.2/5,NA,NA,牛奶鍋,$ 189,NA,0
z9ig/9hao-chu-fang,9號廚房,4.2/5,NA,NA,卡拉雞腿吐司,from $ 60,NA,0
z9ig/9hao-chu-fang,9號廚房,4.2/5,NA,NA,芋頭肉鬆厚片吐司,$ 110,NA,1
z9ig/9hao-chu-fang,9號廚房,4.2/5,NA,NA,炸餃子,$ 70,NA,0
z9ig/9hao-chu-fang,9號廚房,4.2/5,NA,NA,紅茶牛奶,$ 50,NA,1
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,林記鮮魚湯 (六合夜市),4.6/5,NA,NA,鍋燒意麵,$ 85,NA,1
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,林記鮮魚湯 (六合夜市),4.6/5,NA,NA,蝦仁蛋炒飯,$ 80,NA,0
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,林記鮮魚湯 (六合夜市),4.6/5,NA,NA,肉絲蛋炒飯,$ 80,NA,0
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,林記鮮魚湯 (六合夜市),4.6/5,NA,NA,花枝炒意麵,$ 100,NA,0
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,林記鮮魚湯 (六合夜市),4.6/5,NA,NA,炒烏龍麵,$ 90,NA,1
gus9/lin-ji-xian-yu-tang-liu-he-ye-shi,林記鮮魚湯 (六合夜市),4.6/5,NA,NA,鱸魚湯,from $ 100,NA,1
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,八葉燒烤雞腿飯 (高雄明誠店),4.6/5,NA,NA,招牌豪華海陸大餐,$ 185,NA,1
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,八葉燒烤雞腿飯 (高雄明誠店),4.6/5,NA,NA,碳烤經典香酥雞腿飯,$ 125,NA,1
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,八葉燒烤雞腿飯 (高雄明誠店),4.6/5,NA,NA,五花肉 為 臺灣國產豬,$ 125,NA,1
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,八葉燒烤雞腿飯 (高雄明誠店),4.6/5,NA,NA,碳烤極品超大腿排飯,$ 115,NA,1
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,八葉燒烤雞腿飯 (高雄明誠店),4.6/5,NA,NA,碳烤雞腿飯,$ 125,NA,1
q8we/ba-xie-shao-kao-ji-tui-fan-gao-xiong-ming-cheng-dian,八葉燒烤雞腿飯 (高雄明誠店),4.6/5,NA,NA,雞肉串,$ 40,NA,1
o7bj/amys-zao-can-dian,Amy's 早餐店,4.2/5,NA,NA,招牌豬肉吐司,$ 35,NA,0
o7bj/amys-zao-can-dian,Amy's 早餐店,4.2/5,NA,NA,招牌豬肉漢堡,$ 45,NA,1
o7bj/amys-zao-can-dian,Amy's 早餐店,4.2/5,NA,NA,肉鬆法國吐司,$ 40,NA,1
o7bj/amys-zao-can-dian,Amy's 早餐店,4.2/5,NA,NA,玉米蛋餅,$ 35,NA,1
o7bj/amys-zao-can-dian,Amy's 早餐店,4.2/5,NA,NA,古早味雙蛋蛋餅,$ 45,NA,0
o7bj/amys-zao-can-dian,Amy's 早餐店,4.2/5,NA,NA,紅茶牛奶,from $ 50,NA,1
z8os/cai-jia-gu-zao-wei-dan-bing-gao-xiong-bei-ping-dian,蔡家古早味蛋餅 (高雄北平店),4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,原味蛋餅,from $ 30,NA,1
z8os/cai-jia-gu-zao-wei-dan-bing-gao-xiong-bei-ping-dian,蔡家古早味蛋餅 (高雄北平店),4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,鮪魚蛋餅,$ 45,NA,1
z8os/cai-jia-gu-zao-wei-dan-bing-gao-xiong-bei-ping-dian,蔡家古早味蛋餅 (高雄北平店),4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,九層塔蛋餅,$ 40,NA,1
z8os/cai-jia-gu-zao-wei-dan-bing-gao-xiong-bei-ping-dian,蔡家古早味蛋餅 (高雄北平店),4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,燒肉蛋餅,$ 50,NA,0
z8os/cai-jia-gu-zao-wei-dan-bing-gao-xiong-bei-ping-dian,蔡家古早味蛋餅 (高雄北平店),4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,鮮奶紅茶,from $ 25,NA,1
z8os/cai-jia-gu-zao-wei-dan-bing-gao-xiong-bei-ping-dian,蔡家古早味蛋餅 (高雄北平店),4.7/5,滿$250折$40,指定店家全館消費滿$250折$40,茄汁蛋包飯,$ 45,NA,1
b7me/yi-te-zao-wu-can,伊特早午餐,4.7/5,滿$200打85折,指定店家全館消費滿$200打85折,A餐【德式香腸脆喀堡】,from $ 60$ 70,$ 70,1
b7me/yi-te-zao-wu-can,伊特早午餐,4.7/5,滿$200打85折,指定店家全館消費滿$200打85折,1餐 活力莎莎雞腿捲餐,from $ 68$ 80,$ 80,1
b7me/yi-te-zao-wu-can,伊特早午餐,4.7/5,滿$200打85折,指定店家全館消費滿$200打85折,4餐 咔拉雞腿堡餐,from $ 68$ 80,$ 80,0
b7me/yi-te-zao-wu-can,伊特早午餐,4.7/5,滿$200打85折,指定店家全館消費滿$200打85折,蘿蔔糕,$ 30$ 35,$ 35,1
b7me/yi-te-zao-wu-can,伊特早午餐,4.7/5,滿$200打85折,指定店家全館消費滿$200打85折,麥克雞塊,$ 34$ 40,$ 40,1
b7me/yi-te-zao-wu-can,伊特早午餐,4.7/5,滿$200打85折,指定店家全館消費滿$200打85折,脆薯,$ 34$ 40,$ 40,1
a5uf/kao-yao-bao-zao-can,犒吆包早餐,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,蛋黃鮮肉包,$ 31$ 36,$ 36,0
a5uf/kao-yao-bao-zao-can,犒吆包早餐,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,鮮肉包,$ 26$ 30,$ 30,0
a5uf/kao-yao-bao-zao-can,犒吆包早餐,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,筍香肉包,$ 26$ 30,$ 30,0
a5uf/kao-yao-bao-zao-can,犒吆包早餐,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,黑糖蜜饅頭夾荷包蛋,from $ 26$ 30,$ 30,1
a5uf/kao-yao-bao-zao-can,犒吆包早餐,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,氣炸鍋無油炸薯條,$ 26$ 30,$ 30,1
a5uf/kao-yao-bao-zao-can,犒吆包早餐,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,冰紅茶微甜大杯,$ 20$ 24,$ 24,1
h4pw/kuai-le-chuan-tong-dan-bing,快樂傳統蛋餅,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),九層塔蛋餅,from $ 30,NA,1
h4pw/kuai-le-chuan-tong-dan-bing,快樂傳統蛋餅,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蔥花蛋餅,from $ 30,NA,1
h4pw/kuai-le-chuan-tong-dan-bing,快樂傳統蛋餅,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),玉米蛋餅,from $ 40,NA,1
h4pw/kuai-le-chuan-tong-dan-bing,快樂傳統蛋餅,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮪魚蛋餅,from $ 55,NA,1
h4pw/kuai-le-chuan-tong-dan-bing,快樂傳統蛋餅,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),燒肉蛋餅,from $ 55,NA,1
h4pw/kuai-le-chuan-tong-dan-bing,快樂傳統蛋餅,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),燒肉蛋吐司,from $ 40,NA,1
ms56/xie-jia-si-fang-cai-gao-xiong-sheng-li-dian,葉家私房菜 (高雄勝利店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,牛肉蛋炒飯,$ 76$ 80,$ 80,0
ms56/xie-jia-si-fang-cai-gao-xiong-sheng-li-dian,葉家私房菜 (高雄勝利店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,牛肉燴飯,$ 86$ 90,$ 90,1
ms56/xie-jia-si-fang-cai-gao-xiong-sheng-li-dian,葉家私房菜 (高雄勝利店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,泰式打抛豬飯,$ 86$ 90,$ 90,0
ms56/xie-jia-si-fang-cai-gao-xiong-sheng-li-dian,葉家私房菜 (高雄勝利店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,鹹蛋苦瓜,$ 95$ 100,$ 100,0
ms56/xie-jia-si-fang-cai-gao-xiong-sheng-li-dian,葉家私房菜 (高雄勝利店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,高麗菜,$ 95$ 100,$ 100,0
ms56/xie-jia-si-fang-cai-gao-xiong-sheng-li-dian,葉家私房菜 (高雄勝利店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,水蓮,$ 95$ 100,$ 100,1
yh39/dan-bing-ge-shou-zuo-dan-bing,蛋餅哥手作蛋餅,4.7/5,NA,NA,起司鮪魚蛋餅,$ 45,NA,1
yh39/dan-bing-ge-shou-zuo-dan-bing,蛋餅哥手作蛋餅,4.7/5,NA,NA,起司培根蛋餅,$ 45,NA,0
yh39/dan-bing-ge-shou-zuo-dan-bing,蛋餅哥手作蛋餅,4.7/5,NA,NA,玉米起司蛋餅,$ 40,NA,0
yh39/dan-bing-ge-shou-zuo-dan-bing,蛋餅哥手作蛋餅,4.7/5,NA,NA,玉米鮪魚蛋餅,$ 40,NA,1
yh39/dan-bing-ge-shou-zuo-dan-bing,蛋餅哥手作蛋餅,4.7/5,NA,NA,九層塔培根蛋餅,$ 40,NA,1
yh39/dan-bing-ge-shou-zuo-dan-bing,蛋餅哥手作蛋餅,4.7/5,NA,NA,九層塔燒肉蛋餅,$ 45,NA,0
d7sc/mei-er-mei-gao-xiong-bei-ping-adian,美而美 (高雄北平A店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),招牌總匯（豬肉+起司）,$ 60,NA,0
d7sc/mei-er-mei-gao-xiong-bei-ping-adian,美而美 (高雄北平A店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豬肉漢堡+薯條+紅茶,$ 65,NA,1
d7sc/mei-er-mei-gao-xiong-bei-ping-adian,美而美 (高雄北平A店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),什錦炒意麵,from $ 70,NA,0
d7sc/mei-er-mei-gao-xiong-bei-ping-adian,美而美 (高雄北平A店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),皮蛋瘦肉粥,$ 75,NA,1
d7sc/mei-er-mei-gao-xiong-bei-ping-adian,美而美 (高雄北平A店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),炒泡麵,from $ 85,NA,0
d7sc/mei-er-mei-gao-xiong-bei-ping-adian,美而美 (高雄北平A店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒意麵,from $ 75,NA,0
lxd0/zao-an-rui-yuan-zao-dian,早安!瑞源早點,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),原味蛋餅,from $ 30,NA,1
lxd0/zao-an-rui-yuan-zao-dian,早安!瑞源早點,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),火腿蛋吐司,from $ 35,NA,1
lxd0/zao-an-rui-yuan-zao-dian,早安!瑞源早點,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮮奶茶,$ 45,NA,1
lxd0/zao-an-rui-yuan-zao-dian,早安!瑞源早點,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蛋捲熱狗,$ 30,NA,1
lxd0/zao-an-rui-yuan-zao-dian,早安!瑞源早點,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蘿蔔糕,$ 30,NA,1
lxd0/zao-an-rui-yuan-zao-dian,早安!瑞源早點,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),水煎餃,$ 45,NA,1
t99r/cai-jia-jian-jiao,蔡家煎餃,4.9/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),原味蛋餅【小】,from $ 30,NA,0
t99r/cai-jia-jian-jiao,蔡家煎餃,4.9/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),原味蛋餅【大】,from $ 40,NA,0
t99r/cai-jia-jian-jiao,蔡家煎餃,4.9/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),煎餃【大】,$ 42,NA,0
t99r/cai-jia-jian-jiao,蔡家煎餃,4.9/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),煎餃【小】,$ 30,NA,0
t99r/cai-jia-jian-jiao,蔡家煎餃,4.9/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),古早味紅茶【大】,$ 30,NA,1
t99r/cai-jia-jian-jiao,蔡家煎餃,4.9/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮮奶紅茶【大】,$ 50,NA,0
eg03/cai-ji-yi-hao-dian-gao-xiong-san-min-dian,才記壹號店 (高雄三民店),4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,招牌肉蛋土司,$ 47$ 55,$ 55,1
eg03/cai-ji-yi-hao-dian-gao-xiong-san-min-dian,才記壹號店 (高雄三民店),4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,蜂蜜芥末薯餅脆皮蛋餅,$ 43$ 50,$ 50,0
eg03/cai-ji-yi-hao-dian-gao-xiong-san-min-dian,才記壹號店 (高雄三民店),4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,濃情巧克力鬆餅三明治,$ 43$ 50,$ 50,1
eg03/cai-ji-yi-hao-dian-gao-xiong-san-min-dian,才記壹號店 (高雄三民店),4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,炸餃子,$ 34$ 40,$ 40,1
eg03/cai-ji-yi-hao-dian-gao-xiong-san-min-dian,才記壹號店 (高雄三民店),4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,雙色QQ球,$ 34$ 40,$ 40,1
eg03/cai-ji-yi-hao-dian-gao-xiong-san-min-dian,才記壹號店 (高雄三民店),4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,菜頭糕炒蛋,$ 34$ 40,$ 40,0
p7ed/zheng-yuan-guo-tie,蒸元鍋貼,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,豬肉蒸餃,$ 76$ 80,$ 80,1
p7ed/zheng-yuan-guo-tie,蒸元鍋貼,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,蝦仁蒸餃,$ 95$ 100,$ 100,0
p7ed/zheng-yuan-guo-tie,蒸元鍋貼,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,牛肉捲餅,$ 95$ 100,$ 100,0
p7ed/zheng-yuan-guo-tie,蒸元鍋貼,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,豬肉鍋貼【8粒】,$ 76$ 80,$ 80,1
p7ed/zheng-yuan-guo-tie,蒸元鍋貼,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,肉絲蛋炒飯,$ 76$ 80,$ 80,1
p7ed/zheng-yuan-guo-tie,蒸元鍋貼,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,木須肉炒麵,$ 76$ 80,$ 80,1
hc01/mao-li-guo-shao-jing,貓裡鍋燒丼,4.7/5,滿$100打9折,指定店家全館消費滿$100打9折,原味鍋燒,from $ 83$ 92,$ 92,1
hc01/mao-li-guo-shao-jing,貓裡鍋燒丼,4.7/5,滿$100打9折,指定店家全館消費滿$100打9折,沙茶鍋燒,from $ 88$ 98,$ 98,1
hc01/mao-li-guo-shao-jing,貓裡鍋燒丼,4.7/5,滿$100打9折,指定店家全館消費滿$100打9折,味噌鍋燒,from $ 95$ 105,$ 105,1
hc01/mao-li-guo-shao-jing,貓裡鍋燒丼,4.7/5,滿$100打9折,指定店家全館消費滿$100打9折,咖哩鍋燒,from $ 95$ 105,$ 105,1
hc01/mao-li-guo-shao-jing,貓裡鍋燒丼,4.7/5,滿$100打9折,指定店家全館消費滿$100打9折,韓式鍋燒,from $ 108$ 120,$ 120,1
hc01/mao-li-guo-shao-jing,貓裡鍋燒丼,4.7/5,滿$100打9折,指定店家全館消費滿$100打9折,蒜香蛤蜊,from $ 126$ 140,$ 140,0
dknt/kong-chu-niu-rou-mian-gao-xiong-nan-ping-dian,空廚牛肉麵 (高雄南屏店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),炙燒牛五花川味牛肉麵套餐,from $ 170,NA,1
dknt/kong-chu-niu-rou-mian-gao-xiong-nan-ping-dian,空廚牛肉麵 (高雄南屏店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),清燉牛肉麵套餐,from $ 160,NA,1
dknt/kong-chu-niu-rou-mian-gao-xiong-nan-ping-dian,空廚牛肉麵 (高雄南屏店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蒜香紅燒牛肉麵套餐,from $ 160,NA,1
dknt/kong-chu-niu-rou-mian-gao-xiong-nan-ping-dian,空廚牛肉麵 (高雄南屏店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),川味牛肉麵套餐,from $ 160,NA,1
dknt/kong-chu-niu-rou-mian-gao-xiong-nan-ping-dian,空廚牛肉麵 (高雄南屏店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),紅燒三寶牛肉麵套餐,from $ 210,NA,1
dknt/kong-chu-niu-rou-mian-gao-xiong-nan-ping-dian,空廚牛肉麵 (高雄南屏店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),高麗菜水餃套餐,$ 105,NA,1
r7kl/xiang-wei-mei-shi,鄉味美食,4.6/5,滿$50打9折,指定店家全館滿$50打9折！,蝦仁炒飯,$ 81$ 90,$ 90,0
r7kl/xiang-wei-mei-shi,鄉味美食,4.6/5,滿$50打9折,指定店家全館滿$50打9折！,什錦炒飯,$ 72$ 80,$ 80,1
r7kl/xiang-wei-mei-shi,鄉味美食,4.6/5,滿$50打9折,指定店家全館滿$50打9折！,海鮮炒麵,$ 72$ 80,$ 80,1
r7kl/xiang-wei-mei-shi,鄉味美食,4.6/5,滿$50打9折,指定店家全館滿$50打9折！,海鮮粥（飯湯）,$ 81$ 90,$ 90,1
r7kl/xiang-wei-mei-shi,鄉味美食,4.6/5,滿$50打9折,指定店家全館滿$50打9折！,皮蛋瘦肉粥,$ 72$ 80,$ 80,1
r7kl/xiang-wei-mei-shi,鄉味美食,4.6/5,滿$50打9折,指定店家全館滿$50打9折！,鍋燒意麵,$ 72$ 80,$ 80,1
t3di/xiao-shi-guo-zuo-ying-hua-xia-dian,小石鍋 (左營華夏店),4.6/5,NA,NA,原味柴魚鍋,from $ 180,NA,0
t3di/xiao-shi-guo-zuo-ying-hua-xia-dian,小石鍋 (左營華夏店),4.6/5,NA,NA,孜然藥膳鍋,from $ 185,NA,0
t3di/xiao-shi-guo-zuo-ying-hua-xia-dian,小石鍋 (左營華夏店),4.6/5,NA,NA,古早沙茶鍋,from $ 190,NA,1
t3di/xiao-shi-guo-zuo-ying-hua-xia-dian,小石鍋 (左營華夏店),4.6/5,NA,NA,椒香麻辣鍋,from $ 210,NA,0
t3di/xiao-shi-guo-zuo-ying-hua-xia-dian,小石鍋 (左營華夏店),4.6/5,NA,NA,札幌味噌鍋,from $ 200,NA,0
t3di/xiao-shi-guo-zuo-ying-hua-xia-dian,小石鍋 (左營華夏店),4.6/5,NA,NA,奶香南瓜鍋,from $ 230,NA,1
jj6v/zao-an-mei-zhi-cheng-gu-shan-huo-li-xi-cang-dian,早安美芝城 (鼓山活力西藏店),4.8/5,NA,NA,招牌豬肉漢堡,from $ 40,NA,0
jj6v/zao-an-mei-zhi-cheng-gu-shan-huo-li-xi-cang-dian,早安美芝城 (鼓山活力西藏店),4.8/5,NA,NA,卡拉雞腿堡,from $ 65,NA,1
jj6v/zao-an-mei-zhi-cheng-gu-shan-huo-li-xi-cang-dian,早安美芝城 (鼓山活力西藏店),4.8/5,NA,NA,玉米蛋餅,from $ 35,NA,0
jj6v/zao-an-mei-zhi-cheng-gu-shan-huo-li-xi-cang-dian,早安美芝城 (鼓山活力西藏店),4.8/5,NA,NA,雞塊,$ 35,NA,0
jj6v/zao-an-mei-zhi-cheng-gu-shan-huo-li-xi-cang-dian,早安美芝城 (鼓山活力西藏店),4.8/5,NA,NA,黃金脆薯,$ 45,NA,0
jj6v/zao-an-mei-zhi-cheng-gu-shan-huo-li-xi-cang-dian,早安美芝城 (鼓山活力西藏店),4.8/5,NA,NA,鮮奶茶,from $ 35,NA,1
x0pe/yu-zhi-xiang-bian-dang,御之香便當,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),雞腿便當,$ 115,NA,1
x0pe/yu-zhi-xiang-bian-dang,御之香便當,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),炸排骨便當,$ 95,NA,1
